id,standard,unit,reporting_category,type,dok,level,blooms,hess_crm_cell,c3_dimension,ssp,correct_answer,irt_a,irt_b,irt_c,tennessee_specific,tcap_format,field_test_ready,topics
WHG-W08a-010,W.08a,1,,multiple_choice,1,Remember,Remember,Remember x DOK 1,D2,,B,1.1,-0.9,0.2,False,,True,Declaration of Independence
WHG-W08a-011,W.08a,1,,multiple_choice,3,Analyze,Analyze,Analyze x DOK 3,D3,,C,1.6,0.9,0.2,False,,True,Locke and Jefferson
WHG-W08a-012,W.08a,1,,multiple_choice,3,Analyze,Analyze,Analyze x DOK 3,D3,,D,1.6,1.0,0.2,False,,True,natural rights
WHG-W08a-013,W.08a,1,,constructed_response,3,Analyze,Analyze,Analyze x DOK 3,D3,,constructed-response — see rubric/exemplar (teacher-side),1.5,0.9,0.0,False,,True,Locke and Jefferson; natural rights
WHG-W08a-014,W.08a,1,,multiple_choice,2,Understand,Understand,Understand x DOK 2,D2,,A,1.4,0.3,0.2,False,,True,consent of the governed
WHG-W08a-015,W.08a,1,,multiple_choice,3,Analyze,Analyze,Analyze x DOK 3,D3,,B,1.6,0.8,0.2,False,,True,consent of the governed
WHG-W08a-016,W.08a,1,,multiple_choice,3,Evaluate,Evaluate,Evaluate x DOK 3,D3,,C,1.6,1.1,0.2,False,,True,self-evident
WHG-W08a-017,W.08a,1,,constructed_response,3,Analyze,Analyze,Analyze x DOK 3,D3,,constructed-response — see rubric/exemplar (teacher-side),1.5,1.0,0.0,False,,True,consent of the governed
WHG-W08a-018,W.08a,1,,multiple_choice,2,Understand,Understand,Understand x DOK 2,D2,,D,1.4,0.2,0.2,False,,True,natural rights
WHG-W08a-019,W.08a,1,,constructed_response,3,Analyze,Analyze,Analyze x DOK 3,D3,,constructed-response — see rubric/exemplar (teacher-side),1.5,1.1,0.0,False,,True,spread of ideas
WHG-W08a-020,W.08a,1,,constructed_response,3,Evaluate,Evaluate,Evaluate x DOK 3,D3,,constructed-response — see rubric/exemplar (teacher-side),1.6,1.2,0.0,False,,True,Declaration of Independence; spread of ideas
