id,standard,unit,reporting_category,type,dok,level,blooms,hess_crm_cell,c3_dimension,ssp,correct_answer,irt_a,irt_b,irt_c,tennessee_specific,tcap_format,field_test_ready,topics
GC.02-Q17,GC.02,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,D,1.65,1.0,0.2,False,True,True,John Locke; consent of the governed
GC.02-Q18,GC.02,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,A,1.8,1.3,0.2,False,True,True,equality; perspectives on the founding
GC.02-Q19,GC.02,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.85,1.45,0.0,False,False,False,Declaration of Independence; argumentation
GC.02-Q20,GC.02,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.4,0.6,0.0,False,False,False,grievances; consent of the governed
GC.03-Q01,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,A,1.02,-1.14,0.2,False,True,True,Articles of Confederation; weak central government
GC.03-Q02,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,C,1.14,-0.98,0.2,False,True,True,Shays's Rebellion; Articles of Confederation
GC.03-Q03,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,D,1.49,0.3,0.2,False,True,True,Articles of Confederation; power to tax
GC.03-Q04,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,B,1.62,0.5,0.2,False,True,True,Article II; state sovereignty
GC.03-Q05,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,C,1.1,-0.3,0.2,False,True,True,Articles of Confederation; amendment difficulty
GC.03-Q06,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,A,1.43,0.66,0.2,False,True,True,Shays's Rebellion; weak central government
GC.03-Q07,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,B,1.56,0.92,0.2,False,True,True,Articles of Confederation; Constitutional Convention
GC.03-Q08,GC.03,1,RC-GOV1: Foundations of Constitutional Government,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,See rubric,1.49,0.3,0.0,False,False,False,Articles of Confederation; government weaknesses
GC.03-Q09,GC.03,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.82,1.44,0.0,False,False,False,Articles of Confederation; argumentation
GC.03-Q10,GC.03,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,See rubric,1.3,0.4,0.0,False,False,False,Article II; state sovereignty
GC.03-Q11,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,C,1.05,-1.25,0.2,False,True,True,Articles of Confederation; first national constitution
GC.03-Q12,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,D,1.2,-0.95,0.2,False,True,True,Articles of Confederation; amendment
GC.03-Q13,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,A,1.3,-0.05,0.2,False,True,True,Articles of Confederation; interstate trade
GC.03-Q14,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,B,1.55,0.4,0.2,False,True,True,Articles of Confederation; powers of Congress
GC.03-Q15,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,C,1.25,0.15,0.2,False,True,True,Articles of Confederation; fear of central power
GC.03-Q16,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D3,SSP.04,D,1.45,0.65,0.2,False,True,True,Articles of Confederation; power to tax
GC.03-Q17,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,A,1.65,1.0,0.2,False,True,True,Article II; state sovereignty
GC.03-Q18,GC.03,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,B,1.8,1.3,0.2,False,True,True,Shays's Rebellion; weak central government
GC.03-Q19,GC.03,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.85,1.45,0.0,False,False,False,Articles of Confederation; argumentation
GC.03-Q20,GC.03,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.4,0.6,0.0,False,False,False,Shays's Rebellion; Constitutional Convention
GC.04-Q01,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,A,1.02,-1.14,0.2,False,True,True,Federalist Papers; ratification
GC.04-Q02,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,B,1.14,-0.98,0.2,False,True,True,Great Compromise; bicameral legislature
GC.04-Q03,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,B,1.49,0.3,0.2,False,True,True,Great Compromise; representation
GC.04-Q04,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,C,1.62,0.5,0.2,False,True,True,Virginia Plan; New Jersey Plan
GC.04-Q05,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,D,1.1,-0.3,0.2,False,True,True,Anti-Federalists; Bill of Rights
GC.04-Q06,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,A,1.43,0.66,0.2,False,True,True,Federalist No. 10; faction
GC.04-Q07,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,C,1.56,0.92,0.2,False,True,True,Three-Fifths Compromise; slavery
GC.04-Q08,GC.04,1,RC-GOV1: Foundations of Constitutional Government,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,See rubric,1.49,0.3,0.0,False,False,False,Great Compromise; representation
GC.04-Q09,GC.04,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.82,1.44,0.0,False,False,False,Federalists; Anti-Federalists
GC.04-Q10,GC.04,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.3,0.4,0.0,False,False,False,Brutus No. 1; Anti-Federalists
GC.04-Q11,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,D,1.05,-1.25,0.2,False,True,True,Constitutional Convention; 1787
GC.04-Q12,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,A,1.2,-0.95,0.2,False,True,True,Federalist Papers; Publius
GC.04-Q13,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,B,1.3,-0.05,0.2,False,True,True,Three-Fifths Compromise; representation
GC.04-Q14,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,C,1.55,0.4,0.2,False,True,True,Federalists; Anti-Federalists
GC.04-Q15,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,D,1.25,0.15,0.2,False,True,True,New Jersey Plan; representation
GC.04-Q16,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D3,SSP.04,A,1.45,0.65,0.2,False,True,True,Great Compromise; bicameral legislature
GC.04-Q17,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,B,1.65,1.0,0.2,False,True,True,Bill of Rights; ratification
GC.04-Q18,GC.04,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,C,1.8,1.3,0.2,False,True,True,Federalists; Anti-Federalists; representation
GC.04-Q19,GC.04,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.85,1.45,0.0,False,False,False,Constitutional Convention; compromise; argumentation
GC.04-Q20,GC.04,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.4,0.6,0.0,False,False,False,Federalist No. 10; faction
GC.05-Q01,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,C,1.02,-1.14,0.2,False,True,True,Preamble; popular sovereignty
GC.05-Q02,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,A,1.14,-0.98,0.2,False,True,True,Preamble; general welfare
GC.05-Q03,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,B,1.49,0.3,0.2,False,True,True,general welfare; purposes of government
GC.05-Q04,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,D,1.62,0.5,0.2,False,True,True,Preamble; posterity
GC.05-Q05,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,C,1.1,-0.3,0.2,False,True,True,Preamble; purposes of government
GC.05-Q06,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,A,1.43,0.66,0.2,False,True,True,popular sovereignty; monarchy
GC.05-Q07,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,B,1.56,0.92,0.2,False,True,True,Federalist No. 51; establish Justice
GC.05-Q08,GC.05,1,RC-GOV1: Foundations of Constitutional Government,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,See rubric,1.49,0.3,0.0,False,False,False,Preamble; purposes of government
GC.05-Q09,GC.05,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.82,1.44,0.0,False,False,False,Preamble; argumentation
GC.05-Q10,GC.05,1,RC-GOV1: Foundations of Constitutional Government,extended_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.3,0.4,0.0,False,False,False,Preamble; social contract
GC.05-Q11,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,A,1.05,-1.25,0.2,False,True,True,Preamble; We the People
GC.05-Q12,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,B,1.2,-0.95,0.2,False,True,True,Preamble; purposes of government
GC.05-Q13,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,C,1.3,-0.05,0.2,False,True,True,Preamble; common defence
GC.05-Q14,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.02,D,1.55,0.4,0.2,False,True,True,Preamble; establish Justice
GC.05-Q15,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,A,1.25,0.15,0.2,False,True,True,Preamble; purposes of government
GC.05-Q16,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D3,SSP.02,B,1.45,0.65,0.2,False,True,True,Preamble; domestic Tranquility
GC.05-Q17,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,C,1.65,1.0,0.2,False,True,True,general Welfare; purposes of government
GC.05-Q18,GC.05,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,D,1.8,1.3,0.2,False,True,True,Preamble; structure of the Constitution
GC.05-Q19,GC.05,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.85,1.45,0.0,False,False,False,Preamble; posterity; argumentation
GC.05-Q20,GC.05,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.4,0.6,0.0,False,False,False,Preamble; popular sovereignty
GC.06-Q01,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,A,1.02,-1.14,0.2,False,True,True,judicial review; courts
GC.06-Q02,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,B,1.14,-0.98,0.2,False,True,True,separation of powers; three branches
GC.06-Q03,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,C,1.49,0.3,0.2,False,True,True,checks and balances; veto
GC.06-Q04,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,D,1.62,0.5,0.2,False,True,True,federalism; national and state power
GC.06-Q05,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,B,1.1,-0.3,0.2,False,True,True,rule of law; limited government
GC.06-Q06,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,A,1.43,0.66,0.2,False,True,True,Federalist No. 51; checks and balances
GC.06-Q07,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,C,1.56,0.92,0.2,False,True,True,Marbury v. Madison; judicial review
GC.06-Q08,GC.06,1,RC-GOV1: Foundations of Constitutional Government,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,See rubric,1.49,0.3,0.0,False,False,False,separation of powers; three branches
GC.06-Q09,GC.06,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.82,1.44,0.0,False,False,False,limited government; argumentation
GC.06-Q10,GC.06,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.3,0.4,0.0,False,False,False,Federalist No. 51; checks and balances
GC.06-Q11,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,B,1.05,-1.25,0.2,False,True,True,separation of powers; legislative branch
GC.06-Q12,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,C,1.2,-0.95,0.2,False,True,True,civilian control of the military; limited government
GC.06-Q13,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,D,1.3,-0.05,0.2,False,True,True,veto; checks and balances
GC.06-Q14,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.04,A,1.55,0.4,0.2,False,True,True,federalism; division of powers
GC.06-Q15,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,B,1.25,0.15,0.2,False,True,True,checks and balances; separation of powers
GC.06-Q16,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D3,SSP.04,C,1.45,0.65,0.2,False,True,True,judicial review; Marbury v. Madison
GC.06-Q17,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D3,SSP.04,D,1.65,1.0,0.2,False,True,True,separation of powers; limited government
GC.06-Q18,GC.06,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,A,1.8,1.3,0.2,False,True,True,Federalist No. 78; judicial review
GC.06-Q19,GC.06,1,RC-GOV1: Foundations of Constitutional Government,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.85,1.45,0.0,False,False,False,checks and balances; argumentation
GC.06-Q20,GC.06,1,RC-GOV1: Foundations of Constitutional Government,document_based,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,See rubric,1.4,0.6,0.0,False,False,False,Federalist No. 78; judicial review; Marbury v. Madison
GC.07-Q01,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,A,1.02,-1.14,0.2,False,True,True,Article V; ratification
GC.07-Q02,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.04,B,1.14,-0.98,0.2,False,True,True,Article I; legislative branch
GC.07-Q03,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,C,1.49,0.3,0.2,False,True,True,Article V; amendment process
GC.07-Q04,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,D,1.62,0.5,0.2,False,True,True,amendment process; constitutional stability
GC.07-Q05,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.04,A,1.1,-0.3,0.2,False,True,True,Supremacy Clause; Article VI
GC.07-Q06,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,D,1.43,0.66,0.2,False,True,True,Article V; stability and flexibility
GC.07-Q07,GC.07,1,RC-GOV1: Foundations of Constitutional Government,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.04,C,1.56,0.92,0.2,False,True,True,Article V; federalism
